"Record.Start.Time","Record.End.Time","Date.of.Transaction","Batch_Number","Select.Account.Type","Select.Category","Select.Category.1","Select.Category.2","Select.Category.3","Description","Quantity","Unit.Price..UGX.","Amount_UGX","Amount.Calculated..UGX.","Comment","Please.take.photo.of.any.receipt.or.proof.of.payment","Please.take.photo.of.any.receipt.or.proof.of.payment_URL","X_id","X_uuid","X_submission_time","X_validation_status","X_notes","X_status","X_submitted_by","X__version__","X_tags","X_index"
"2025-02-26","2025-02-26","2025-02-26","Batch 5","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",50,4300,215000,215000,"Money received on mobile ","1740556389575.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F92109072-5f6e-4580-a3e4-c9da199f9f51%2F1740556389575.jpg",445635933,"92109072-5f6e-4580-a3e4-c9da199f9f51","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,90
"2025-02-26","2025-02-26","2025-02-26","Batch 4","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport from kiziri to kiwenda and to busiika then back to the farm ",1,8000,8000,8000,"Money received on mobile ","1740556581897.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F75ce6904-2c42-42ad-8922-339b27c10f96%2F1740556581897.jpg",445637484,"75ce6904-2c42-42ad-8922-339b27c10f96","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,91
"2025-02-26","2025-02-26","2025-02-26","Batch 5","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport from kiziri to kiwenda and to busiika then back to the farm ",1,8000,8000,8000,"Money received on mobile ","1740556708981.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2efd2423-86f1-4b7e-af4d-28b09c5bf1ce%2F1740556708981.jpg",445638450,"2efd2423-86f1-4b7e-af4d-28b09c5bf1ce","2025-02-26",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,92
"2025-02-28","2025-02-28","2025-02-28","Batch 7","Operating Expenditure (OPEX)","","Other Operating Expenses","","","Wood shavings ",10,5000,50000,50000,"Money received on mobile ","1740718275141.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F6d1ebd01-f3c3-4351-bb72-4c73c09afd81%2F1740718275141.jpg",446496652,"6d1ebd01-f3c3-4351-bb72-4c73c09afd81","2025-02-28",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,93
"2025-02-28","2025-02-28","2025-02-28","Batch 7","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport of the wood shavings ",1,10000,10000,10000,"Money received on mobile ","1740718472419.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd5e174d9-8330-407d-90c0-0b9e6e521b7c%2F1740718472419.jpg",446497269,"d5e174d9-8330-407d-90c0-0b9e6e521b7c","2025-02-28",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,94
"2025-02-28","2025-02-28","2025-02-28","Batch 4","Operating Expenditure (OPEX)","","Salaries and Wages","","","Nicholas salary ",1,235000,235000,235000,"End of February ","1740729727032.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe5fe4daa-0474-404a-ae8f-4912ee020ccb%2F1740729727032.jpg",446544819,"e5fe4daa-0474-404a-ae8f-4912ee020ccb","2025-02-28",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,96
"2025-03-02","2025-03-02","2025-01-28","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Starter Crumble",100,2800,280000,280000,"Starter Crumble for 1st 2 weeks","1740896056068.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F637991a2-4d78-4de5-9e09-a8769255bedf%2F1740896056068.jpg",447160402,"637991a2-4d78-4de5-9e09-a8769255bedf","2025-03-02",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,97
"2025-03-02","2025-03-02","2025-01-26","Batch 4","Operating Expenditure (OPEX)","","Salaries and Wages","","","Half salary for Nico - 1st month ",1,112500,112500,112500,"Nicholas half salary ","1740896891880.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbda168fb-03e0-43ad-9344-369d64a08dea%2F1740896891880.jpg",447162310,"bda168fb-03e0-43ad-9344-369d64a08dea","2025-03-02",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,98
"2025-03-02","2025-03-02","2025-01-28","Batch 4","Operating Expenditure (OPEX)","","Transportation Costs","","","Transporting batch 4 from supplier to farm ",1,20000,20000,20000,"Picking up batch 4 from supplier ","1740897508456.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F5d1fb487-f0c0-42fa-859b-fea37d3d9649%2F1740897508456.jpg",447164236,"5d1fb487-f0c0-42fa-859b-fea37d3d9649","2025-03-02",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,99
"2025-03-06","2025-03-06","2025-03-03","Batch 6","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",120,1350,162000,162000,"Cash at hand ","1741281809526.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbb209c8d-2476-4277-b5d0-f0c2fa2a5ffe%2F1741281809526.jpg",448924419,"bb209c8d-2476-4277-b5d0-f0c2fa2a5ffe","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,100
"2025-03-06","2025-03-06","2025-03-03","Batch 6","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",100,4300,430000,430000,"Cash at hand ","1741281954746.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc2e5ad0b-98d4-48ba-bc30-e2ef9a027154%2F1741281954746.jpg",448925175,"c2e5ad0b-98d4-48ba-bc30-e2ef9a027154","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,101
"2025-03-06","2025-03-06","2025-03-03","Batch 6","Operating Expenditure (OPEX)","","Transportation Costs","","","From the farm to kiwenda and to busiika then back to the farm ",1,8000,8000,8000,"Cash at hand ","1741282066992.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F009245e0-0c62-4a3d-a87a-34c69c0a1b49%2F1741282066992.jpg",448925863,"009245e0-0c62-4a3d-a87a-34c69c0a1b49","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,102
"2025-03-06","2025-03-06","2025-03-06","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",100,1400,140000,140000,"Cash at hand ","1741282217856.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0018a5c5-4e70-405e-b761-9329406d7604%2F1741282217856.jpg",448927114,"0018a5c5-4e70-405e-b761-9329406d7604","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,103
"2025-03-06","2025-03-06","2025-03-06","Batch 4","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",25,4300,107500,107500,"Cash at hand ","1741282471715.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Feede1ce3-f327-4071-bf2c-bda51aef0ace%2F1741282471715.jpg",448928182,"eede1ce3-f327-4071-bf2c-bda51aef0ace","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,104
"2025-03-06","2025-03-06","2025-03-06","Batch 4","Operating Expenditure (OPEX)","","Transportation Costs","","","From the farm to kiwenda and to busiika then back to the farm ",1,12000,12000,12000,"Cash at hand ","1741282664331.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F22486f26-5fd4-419d-b25f-fbfe6df042f3%2F1741282664331.jpg",448929376,"22486f26-5fd4-419d-b25f-fbfe6df042f3","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,105
"2025-03-06","2025-03-06","2025-03-06","Batch 5","Cost of Goods Sold (COGS)","","","Feed Costs","","Broken maize ",130,1400,182000,182000,"Cash at hand ","1741282772450.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Ff8e6acc9-4ffe-4fc4-a838-32ce441166ed%2F1741282772450.jpg",448929893,"f8e6acc9-4ffe-4fc4-a838-32ce441166ed","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,106
"2025-03-06","2025-03-06","2025-03-06","Batch 5","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix concentrate ",50,4300,215000,215000,"Cash at hand ","1741282918899.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd0e4294e-8f99-41aa-beb8-4978255a55c4%2F1741282918899.jpg",448930601,"d0e4294e-8f99-41aa-beb8-4978255a55c4","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,107
"2025-03-06","2025-03-06","2025-03-04","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",2,15000,30000,30000,"Tomsingwe","1741283262765.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F49eedcc9-12d6-4432-b71c-c75126266f3d%2F1741283262765.jpg",448932399,"49eedcc9-12d6-4432-b71c-c75126266f3d","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,108
"2025-03-06","2025-03-06","2025-03-04","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",1,15000,15000,15000,"New customer ","1741283393073.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F821f7a5c-5582-4966-aa30-56c003bf9fca%2F1741283393073.jpg",448933168,"821f7a5c-5582-4966-aa30-56c003bf9fca","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,109
"2025-03-06","2025-03-06","2025-03-05","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",1,15000,15000,15000,"Supportive client ","1741283522233.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd510f2e3-bb23-4ae0-b2aa-3702cb3ebbd8%2F1741283522233.jpg",448933927,"d510f2e3-bb23-4ae0-b2aa-3702cb3ebbd8","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,110
"2025-03-06","2025-03-06","2025-03-05","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",13,14000,182000,182000,"Regular client ","1741283670345.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Ff33ae31a-e575-45e5-8969-daf4c36260f8%2F1741283670345.jpg",448934798,"f33ae31a-e575-45e5-8969-daf4c36260f8","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,111
"2025-03-06","2025-03-06","2025-03-06","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",7,14000,98000,98000,"Regular client ","1741283782961.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F085e02b9-c673-420a-a0f3-e8962edb23aa%2F1741283782961.jpg",448935487,"085e02b9-c673-420a-a0f3-e8962edb23aa","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,112
"2025-03-06","2025-03-06","2025-03-06","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",3,15000,45000,45000,"New customer ","1741283879530.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F44537317-f48b-4702-a4cf-fb8a6e2df3d3%2F1741283879530.jpg",448936040,"44537317-f48b-4702-a4cf-fb8a6e2df3d3","2025-03-06",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,113
"2025-03-07","2025-03-07","2025-03-07","Batch 7","Cost of Goods Sold (COGS)","","","Feed Costs","","Hendrix starter crumble ",150,2940,441000,441000,"Money received on mobile ","1741375498773.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F64c72468-70c8-46f3-8748-2d7f0d36f760%2F1741375498773.jpg",449347409,"64c72468-70c8-46f3-8748-2d7f0d36f760","2025-03-07",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,114
"2025-03-07","2025-03-07","2025-03-07","Batch 7","Operating Expenditure (OPEX)","","Transportation Costs","","","Transport from the farm to busiika and back to the farm ",1,9000,9000,9000,"Money received on mobile ","1741375689143.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9664e680-11a7-4070-915b-3d63855a57bf%2F1741375689143.jpg",449348411,"9664e680-11a7-4070-915b-3d63855a57bf","2025-03-07",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,115
"2025-03-07","2025-03-07","2025-03-07","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",5,14000,70000,70000,"Routine customer ","1741376701635.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F7fdf0b49-de85-43b6-8fbb-1e04df2b195a%2F1741376701635.jpg",449352644,"7fdf0b49-de85-43b6-8fbb-1e04df2b195a","2025-03-07",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,116
"2025-03-07","2025-03-07","2025-03-07","Batch 4","Revenues","","","","Sales Revenue (Broilers, Eggs, etc.)","Sold out chicken ",4,14000,56000,56000,"New customer ","1741376802321.jpg","https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F1c57db7e-8ea0-4e84-8ffa-b0197d05c94e%2F1741376802321.jpg",449353009,"1c57db7e-8ea0-4e84-8ffa-b0197d05c94e","2025-03-07",NA,NA,"submitted_via_web","mattkuch87","vndXtdUm72BfFettfRRAK9",NA,117
