Record Start Time,Record End Time,Date of Transaction,Select Batch Number,Select Account Type,Select Category,Select Category,Select Category,Select Category,Description,Quantity,Unit Price (UGX),Amount (UGX),Amount Calculated (UGX),Comment,Please take photo of any receipt or proof of payment,Please take photo of any receipt or proof of payment_URL,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
2025-02-23,2025-02-23,2025-02-10,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,10,15000,150000,150000,Routine customer ,1740293189366.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb0597a2e-5470-46be-a291-604faf3430ee%2F1740293189366.jpg,444247059,b0597a2e-5470-46be-a291-604faf3430ee,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,50
2025-02-23,2025-02-23,2025-02-10,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,15000,45000,45000,New customer ,1740293309364.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F55be0a4b-afa1-417d-a504-ed42c85e1c8f%2F1740293309364.jpg,444247338,55be0a4b-afa1-417d-a504-ed42c85e1c8f,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,51
2025-02-23,2025-02-23,2025-02-09,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Patrick ,1740293435115.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F4687325c-46d0-4616-aa49-cc3370c37283%2F1740293435115.jpg,444247716,4687325c-46d0-4616-aa49-cc3370c37283,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,52
2025-02-23,2025-02-23,2025-02-11,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,15000,45000,45000,New customer ,1740293520416.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F59a26ccf-9945-4268-bd1c-a6c9d1ea84fd%2F1740293520416.jpg,444247911,59a26ccf-9945-4268-bd1c-a6c9d1ea84fd,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,53
2025-02-23,2025-02-23,2025-02-12,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,10,15000,150000,150000,Mama Eric ,1740293653885.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa32afd94-3709-498d-94f1-b9eda81875a0%2F1740293653885.jpg,444248226,a32afd94-3709-498d-94f1-b9eda81875a0,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,54
2025-02-23,2025-02-23,2025-02-12,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,9,15000,135000,135000,Routine customer ,1740293759172.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F23c952b7-326c-42d4-a3f8-e522cbd17d77%2F1740293759172.jpg,444248481,23c952b7-326c-42d4-a3f8-e522cbd17d77,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,55
2025-02-23,2025-02-23,2025-02-13,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,16,15000,240000,240000,Routine customer ,1740293862077.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd53356a4-dd71-4143-919f-541932b4698e%2F1740293862077.jpg,444248725,d53356a4-dd71-4143-919f-541932b4698e,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,56
2025-02-23,2025-02-23,2025-02-13,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,15000,45000,45000,New customer ,1740293949040.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa9ab59e6-2085-4bf8-8e09-5c9327089a57%2F1740293949040.jpg,444248952,a9ab59e6-2085-4bf8-8e09-5c9327089a57,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,57
2025-02-23,2025-02-23,2025-02-13,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Supportive client ,1740294057336.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fcf0c178b-8064-4c93-a774-e99d37272ea6%2F1740294057336.jpg,444249281,cf0c178b-8064-4c93-a774-e99d37272ea6,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,58
2025-02-23,2025-02-23,2025-02-14,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,11,15000,165000,165000,Seguya,1740294159682.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe5cf5b1f-3d65-4f21-9bb0-381d0383791b%2F1740294159682.jpg,444249587,e5cf5b1f-3d65-4f21-9bb0-381d0383791b,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,59
2025-02-23,2025-02-23,2025-02-14,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,15000,30000,30000,Robert ,1740294268879.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F636338b8-0412-4893-800c-b866382fa363%2F1740294268879.jpg,444249852,636338b8-0412-4893-800c-b866382fa363,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,60
2025-02-23,2025-02-23,2025-02-14,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,15000,45000,45000,New customer ,1740294349517.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F124ab306-1311-4cd3-9b91-ce85cd0d577d%2F1740294349517.jpg,444250112,124ab306-1311-4cd3-9b91-ce85cd0d577d,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,61
2025-02-23,2025-02-23,2025-02-14,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,New customer ,1740294470872.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc84eb92a-d304-474c-a6ed-5a825951d953%2F1740294470872.jpg,444250467,c84eb92a-d304-474c-a6ed-5a825951d953,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,62
2025-02-23,2025-02-23,2025-02-15,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,12,15000,180000,180000,Routine customer ,1740294561202.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbbdd5946-8711-42ec-9a37-2d51e1f197ac%2F1740294561202.jpg,444250724,bbdd5946-8711-42ec-9a37-2d51e1f197ac,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,63
2025-02-23,2025-02-23,2025-02-15,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,12,15000,180000,180000,Routine customer ,1740294680062.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc06a9e92-0541-47b1-86c1-8b190741d91c%2F1740294680062.jpg,444251034,c06a9e92-0541-47b1-86c1-8b190741d91c,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,64
2025-02-23,2025-02-23,2025-02-15,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,4,15000,60000,60000,Boda of the routine customers ,1740294820200.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0d027800-9673-47c6-be66-ae518d6c2e2f%2F1740294820200.jpg,444251370,0d027800-9673-47c6-be66-ae518d6c2e2f,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,65
2025-02-23,2025-02-23,2025-02-15,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,25,15000,375000,375000,New customer ,1740294948894.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbee4d843-4415-4e96-95f1-32a42072897c%2F1740294948894.jpg,444251709,bee4d843-4415-4e96-95f1-32a42072897c,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,66
2025-02-23,2025-02-23,2025-02-16,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,New customer ,1740295053282.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F718425cd-f9a9-4888-93dd-45c981d45a24%2F1740295053282.jpg,444252054,718425cd-f9a9-4888-93dd-45c981d45a24,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,67
2025-02-23,2025-02-23,2025-02-16,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,15000,45000,45000,New customer ,1740295183582.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F46ab8f9c-3aff-4ba0-bd9f-01875e5e9a91%2F1740295183582.jpg,444252457,46ab8f9c-3aff-4ba0-bd9f-01875e5e9a91,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,68
2025-02-23,2025-02-23,2025-02-16,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,New customer ,1740295263806.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F9e00c32b-5c6a-402d-a925-fc1416f4af3f%2F1740295263806.jpg,444252695,9e00c32b-5c6a-402d-a925-fc1416f4af3f,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,69
2025-02-23,2025-02-23,2025-02-17,Batch 3,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,15000,15000,15000,Supportive client ,1740295381965.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F695206fa-a7d1-4afb-ac47-2cb8b37e1f37%2F1740295381965.jpg,444253112,695206fa-a7d1-4afb-ac47-2cb8b37e1f37,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,70
2025-02-23,2025-02-23,2025-02-23,Batch 5,Cost of Goods Sold (COGS),,,Veterinary Supplies,,Doxin,1,24000,24000,24000,Money received on mobile ,1740325145275.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbbaafe3b-4dc4-422c-b477-78117dc3130c%2F1740325145275.jpg,444369587,bbaafe3b-4dc4-422c-b477-78117dc3130c,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,71
2025-02-23,2025-02-23,2025-02-23,Batch 6,Capital Expenditure (CAPEX),Equipment,,,,Water drinkers ,6,18000,108000,108000,Money received on mobile ,1740325394662.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F09a9af11-c44b-47b1-9ca7-19d8a8003d5c%2F1740325394662.jpg,444370630,09a9af11-c44b-47b1-9ca7-19d8a8003d5c,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,72
2025-02-23,2025-02-23,2025-02-23,Batch 5,Capital Expenditure (CAPEX),Equipment,,,,Feeding troughs,10,5000,50000,50000,Money received on mobile ,1740325564252.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F226a7235-a15c-432a-8286-6ac582f79cb6%2F1740325564252.jpg,444371235,226a7235-a15c-432a-8286-6ac582f79cb6,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,73
2025-02-23,2025-02-23,2025-02-23,Batch 6,Capital Expenditure (CAPEX),Property,,,,Bow saw ,1,24000,24000,24000,Cash at hand ,1740325722925.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd3b59af6-049f-44f1-b384-f55e000ecd09%2F1740325722925.jpg,444372172,d3b59af6-049f-44f1-b384-f55e000ecd09,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,74
2025-02-23,2025-02-23,2025-02-23,Batch 6,Operating Expenditure (OPEX),,Transportation Costs,,,Transport to kiwenda and back to the farm ,1,4000,4000,4000,Money received on mobile ,1740325908647.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe6cc6486-2ba8-4dd5-a304-99793694facf%2F1740325908647.jpg,444373193,e6cc6486-2ba8-4dd5-a304-99793694facf,2025-02-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,75
2025-02-24,2025-02-24,2025-02-24,Batch 5,Capital Expenditure (CAPEX),Property,,,,Door,1,300000,300000,300000,Money received on mobile ,1740412752559.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F53c48a2f-613c-4c50-a789-38489a5d6685%2F1740412752559.jpg,444810189,53c48a2f-613c-4c50-a789-38489a5d6685,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,76
2025-02-24,2025-02-24,2025-02-24,Batch 5,Capital Expenditure (CAPEX),Property,,,,Padlock ,1,20000,20000,20000,Money received on mobile ,1740412912127.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fae76d507-6720-4619-bf69-f48e4563db7a%2F1740412912127.jpg,444811294,ae76d507-6720-4619-bf69-f48e4563db7a,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,77
2025-02-24,2025-02-24,2025-02-24,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,50,4300,215000,215000,Money received on mobile ,1740414211910.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc0c38da3-3bcd-4608-aede-0c96d7c62048%2F1740414211910.jpg,444820874,c0c38da3-3bcd-4608-aede-0c96d7c62048,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,78
2025-02-24,2025-02-24,2025-02-24,Batch 6,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,120,1300,156000,156000,Money received on mobile ,1740414332490.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F551b5c2d-3e23-44b4-b722-9e85e51ecbee%2F1740414332490.jpg,444821901,551b5c2d-3e23-44b4-b722-9e85e51ecbee,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,79
2025-02-24,2025-02-24,2025-02-24,Batch 7,Cost of Goods Sold (COGS),,,Chicks Purchased,,Purchase of day old chicks ,350,3200,1120000,1120000,Money received on mobile ,1740414636997.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2eb3848b-9ca1-4a92-b261-e3c80eed1f4b%2F1740414636997.jpg,444824027,2eb3848b-9ca1-4a92-b261-e3c80eed1f4b,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,80
2025-02-24,2025-02-24,2025-02-24,Batch 6,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to kiwenda and to busiika then back to the farm ,1,8000,8000,8000,Money received on mobile ,1740414869240.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F54119b76-c882-424d-8802-23c51e28f63c%2F1740414869240.jpg,444825572,54119b76-c882-424d-8802-23c51e28f63c,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,81
2025-02-24,2025-02-24,2025-02-24,Batch 4,Cost of Goods Sold (COGS),,,Veterinary Supplies,,Gombolo vaccine ,1000,15,15000,15000,Money received on mobile ,1740415049589.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fc9884907-5b05-4cef-a68a-364f09209568%2F1740415049589.jpg,444826907,c9884907-5b05-4cef-a68a-364f09209568,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,82
2025-02-24,2025-02-24,2025-02-24,Batch 6,Operating Expenditure (OPEX),,Other Operating Expenses,,,Dry cells for the weighing scale ,2,250,500,500,Money received on mobile ,1740415557490.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F62dcbde1-0daf-4b94-9a63-3db893d328c8%2F1740415557490.jpg,444830372,62dcbde1-0daf-4b94-9a63-3db893d328c8,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,83
2025-02-24,2025-02-24,2025-02-21,Batch 6,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to busiika and back to the farm ,1,4000,4000,4000,Money received on mobile ,1740417382896.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F67914fdb-46b0-47bd-bbf3-dc79f07f3b95%2F1740417382896.jpg,444843377,67914fdb-46b0-47bd-bbf3-dc79f07f3b95,2025-02-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,84
2025-02-25,2025-02-25,2025-02-25,Batch 6,Operating Expenditure (OPEX),,Other Operating Expenses,,,Omo detergent ,10,500,5000,5000,Balance from the door job,1740495028589.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F5787cfa3-523b-4844-8fcb-fb46fec9dc5d%2F1740495028589.jpg,445386984,5787cfa3-523b-4844-8fcb-fb46fec9dc5d,2025-02-25,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,85
2025-02-26,2025-02-26,2025-02-26,Batch 4,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,140,1300,182000,182000,Money received on mobile ,1740554309453.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fcf78d8ed-4e74-4b94-b3c4-0ad826eee37c%2F1740554309453.jpg,445632467,cf78d8ed-4e74-4b94-b3c4-0ad826eee37c,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,86
2025-02-26,2025-02-26,2025-02-26,Batch 4,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,50,4300,215000,215000,Money received on mobile ,1740555965431.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F50eb2c77-fcc5-42c5-9670-a4c438e312f9%2F1740555965431.jpg,445633252,50eb2c77-fcc5-42c5-9670-a4c438e312f9,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,87
2025-02-26,2025-02-26,2025-02-26,Batch 4,Cost of Goods Sold (COGS),,,Feed Costs,,Broiler grower ,50,2800,140000,140000,Money received on mobile ,1740556155250.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbec52d4f-c247-41eb-b1b2-468c7599b38c%2F1740556155250.jpg,445634379,bec52d4f-c247-41eb-b1b2-468c7599b38c,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,88
2025-02-26,2025-02-26,2025-02-26,Batch 5,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,120,1300,156000,156000,Money received on mobile ,1740556288160.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F1a80e4a4-9812-4321-be35-10564b3052cf%2F1740556288160.jpg,445635166,1a80e4a4-9812-4321-be35-10564b3052cf,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,89
2025-02-26,2025-02-26,2025-02-26,Batch 5,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,50,4300,215000,215000,Money received on mobile ,1740556389575.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F92109072-5f6e-4580-a3e4-c9da199f9f51%2F1740556389575.jpg,445635933,92109072-5f6e-4580-a3e4-c9da199f9f51,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,90
2025-02-26,2025-02-26,2025-02-26,Batch 4,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from kiziri to kiwenda and to busiika then back to the farm ,1,8000,8000,8000,Money received on mobile ,1740556581897.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F75ce6904-2c42-42ad-8922-339b27c10f96%2F1740556581897.jpg,445637484,75ce6904-2c42-42ad-8922-339b27c10f96,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,91
2025-02-26,2025-02-26,2025-02-26,Batch 5,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from kiziri to kiwenda and to busiika then back to the farm ,1,8000,8000,8000,Money received on mobile ,1740556708981.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F2efd2423-86f1-4b7e-af4d-28b09c5bf1ce%2F1740556708981.jpg,445638450,2efd2423-86f1-4b7e-af4d-28b09c5bf1ce,2025-02-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,92
2025-02-28,2025-02-28,2025-02-28,Batch 7,Operating Expenditure (OPEX),,Other Operating Expenses,,,Wood shavings ,10,5000,50000,50000,Money received on mobile ,1740718275141.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F6d1ebd01-f3c3-4351-bb72-4c73c09afd81%2F1740718275141.jpg,446496652,6d1ebd01-f3c3-4351-bb72-4c73c09afd81,2025-02-28,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,93
2025-02-28,2025-02-28,2025-02-28,Batch 7,Operating Expenditure (OPEX),,Transportation Costs,,,Transport of the wood shavings ,1,10000,10000,10000,Money received on mobile ,1740718472419.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd5e174d9-8330-407d-90c0-0b9e6e521b7c%2F1740718472419.jpg,446497269,d5e174d9-8330-407d-90c0-0b9e6e521b7c,2025-02-28,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,94
2025-02-28,2025-02-28,2025-02-28,Batch 3,Operating Expenditure (OPEX),,Salaries and Wages,,,Joseph salary ,1,235000,235000,235000,End of February salary ,1740729621587.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb5b44f98-a40d-4f30-bf76-c48de14f7f2a%2F1740729621587.jpg,446544130,b5b44f98-a40d-4f30-bf76-c48de14f7f2a,2025-02-28,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,95
2025-02-28,2025-02-28,2025-02-28,Batch 4,Operating Expenditure (OPEX),,Salaries and Wages,,,Nicholas salary ,1,235000,235000,235000,End of February ,1740729727032.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fe5fe4daa-0474-404a-ae8f-4912ee020ccb%2F1740729727032.jpg,446544819,e5fe4daa-0474-404a-ae8f-4912ee020ccb,2025-02-28,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,96
2025-03-02,2025-03-02,2025-01-28,Batch 4,Cost of Goods Sold (COGS),,,Feed Costs,,Starter Crumble,100,2800,280000,280000,Starter Crumble for 1st 2 weeks,1740896056068.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F637991a2-4d78-4de5-9e09-a8769255bedf%2F1740896056068.jpg,447160402,637991a2-4d78-4de5-9e09-a8769255bedf,2025-03-02,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,97
2025-03-02,2025-03-02,2025-01-26,Batch 4,Operating Expenditure (OPEX),,Salaries and Wages,,,Half salary for Nico - 1st month ,1,112500,112500,112500,Nicholas half salary ,1740896891880.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fbda168fb-03e0-43ad-9344-369d64a08dea%2F1740896891880.jpg,447162310,bda168fb-03e0-43ad-9344-369d64a08dea,2025-03-02,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,98
2025-03-02,2025-03-02,2025-01-28,Batch 4,Operating Expenditure (OPEX),,Transportation Costs,,,Transporting batch 4 from supplier to farm ,1,20000,20000,20000,Picking up batch 4 from supplier ,1740897508456.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F5d1fb487-f0c0-42fa-859b-fea37d3d9649%2F1740897508456.jpg,447164236,5d1fb487-f0c0-42fa-859b-fea37d3d9649,2025-03-02,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,99
